KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
itmSpikeLemon,A yellow fruit covered in fat spikes that's extremely sour.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Poison (Stage 1)[-][c][FFBB00] (50%)[-][/c]\n[c][FFFFFF]Poison (Stage 2)[-][c][FFBB00] (50%)[-][/c],,,,,,,," Желтый фрукт, покрытый толстыми шипами, очень кислый.\n\n[c][00FF00][b]Угощения:[/b][-][/c]\n[c][FFFFFF]Яд (стадия 1) [-][c][FFBB00] (50%)[-][/c]\n[c][FFFFFF]Яд (Стадия 2)[-][c][FFBB00] (50%)[-][/с]",,,,,,,,
itmSpikeyMushroom,A large mushroom with a spiny exterior.,,,,,,,,Большой гриб с колючим внешним видом.,,,,,,,,
itmVegetables,A large starchy vegetable that has many culinary applications.,,,,,,,,"Крупный крахмалистый овощ, имеющий множество кулинарных применений.",,,,,,,,
itmFlour,Fine powder made from grinding grain that's used in breads and pastries.,,,,,,,,"Мелкий Порошок из перемолотого зерна, который используется в хлебе и выпечке.",,,,,,,,
itmMeatBurger,Here's a real burger with a nice fat meaty patty and cheese. Not a trace of a vegetable in sight.,,,,,,,,Вот настоящий бургер с жирной мясной котлетой и сыром. Ни следа овоща в поле зрения.,,,,,,,,
itmHam,Honey-glazed ham that's seasoned with salt and spices.,,,,,,,,"Ветчина в медовой глазури, приправленная солью и специями.",,,,,,,,
itmCannedVegetables,Looks like a can of baked beans. It should keep for a very long time.,,,,,,,,Похоже на банку печеных бобов. Он должен храниться очень долго.,,,,,,,,
itmCannedMeat,I guess they have Spam in every galaxy. This stuff is slightly better than the kind we get back on Earth.,,,,,,,,"Я думаю, спам есть в каждой галактике. Этот материал немного лучше того, что мы получаем на Земле.",,,,,,,,
itmBerries,A sour type of berry unique to the Andromeda galaxy that's rich in anti-oxidants.,,,,,,,,"Кислая ягода, уникальная для галактики Андромеды, богатая антиоксидантами.",,,,,,,,
itmPizza,This is a real deep-dish pizza with all the toppings. Not that cheese-covered cardboard they have in some places.,,,,,,,,"Это настоящая пицца во фритюре со всеми начинками. Не тот сырный картон, который у них есть в некоторых местах.",,,,,,,,
